Text;Label
Hey, my name is Nick Morgan, I will join the company next month. Nice to meet you all! Unfortunately I have not received any onboarding material. Can you do this please? Thanks;HR
I know from other local companies that they conduct workshops about a safe physical working environment. Do you offer such workshops too? Last week, one employee got injured due to cable spaghetti… I cannot afford it to lose more employees during Q4;Facility Management
hello I can'y log into my mailbox.i am using the correct name but it still does not work. I even tried password reset but still no result, could someone investigate?;IT
My laptop is getting very hot right aftr I turn it on, can I come by for someone to have a look?;IT
Hello, can you please the sockets in my office? When I try to charge my computer or my phone nothing happens at all. No, there is nothing wrong with the cable as it works perfectly at my home.;Facility Management
Hey, thanks for organizing the great CEO meeting last week. I have a question on the drinks: I picked one cola bottle but I did not know where to put the empty bottle as I do not want to throw it into the garbage.;Facility Management
Hey, I really enjoy our company's gym. I helps me and my back a lot and I save a lot of time after my job is done in the evening. However, not only I have discovered it so that it is super crowded after 5:30 and I have to wait for my favourite stations. Can we expand the gym somehow or open another gym in WDF? Thanks!;Facility Management
There is an issue with my laptop's keyboard. Whenever I press buttons, it freezes and the same letter comes out multiple times (e.g. Pppppppppppp) and then th whole progreams stops working as I have to manually stop the same letter form being printed. Can i get some assistance here? ;IT
My team calls add in has disappeared from my email application after the last update yesterday. I have tried fixing it myself but it doesn’t work. Can you help me further?;IT
Hello team, I am a bit tired of position in sales. Thanks to my son, I started coding again. Is there a realistic chance to get transferred to a product engineering team for a person who is almost 50? Will I start as a junior?;HR
Hey I forgot to check out from the attendance clock yesterday. Can you please correct my times? I left at 5 pm.;HR
hi, as I am working with China, I need to stay in the office for a long time. Can we somehow get new light bulbs so that my eyes don't hurt that much? The current ones are not bright enough;Facility Management
There is something wrong with my screen resolution - content of the screen cannot be seen fully. I even cant adjust it- the option seems to be locked. I need some assistance here, thank you;IT
I am trying to print some files for my meeting but the printer wouldn't work. It first lights up but then goes into hibernation without any output. All files are just stored in the print queue. Can someone have a look?;IT
Hello, my web camera is broken - it switches on and off uncontrollably. Can you help me with this please?;IT
I have a following question. Is there a something like a learning catalogue in the company? I would like to go through some learnings if there is an opportunity to do them for free;HR
There is a big wet coffee stain in the corridor outside my office. Is there any way to have someone clean it? It would be highly appreciated, thank you!;Facility Management
Hello I have submitted my time recording sheet two weeks ago but it stillis not shown as approved in the system. My manager says he has approved it though. Could you see what the current status is? Thank you;HR
Hola, the printer on our floor has almost no black ink. Where can I find it? Sometimes I need to print urgently and I cannot wait for hours;Facility Management
Hey, we cannot enter building 1 for some reason. It does not accept our company cards although we can enter building 20 easily. Can you observe the problem, please?;Facility Management
Hey, does our company track our employees during the working hours?;HR
On my payment check is a department written I nebver heard of before. I work in IT not in the painting shop, can you please correct that?;HR
Hello  could you please lend me headphones? My current headset is not working (it is old already) and I need new one. What are my next steps to get them? ;IT
My aircooler is cooling the room too much and it is very cold. I have tried adjusting it but it does not seem to help. Can you please help me fix this?;Facility Management
Good morning. I do not know your working hours or let's say, the working hours of your colleagues but my sill was not cleaned for 2 weeks. I am allergic to dust. I cannot work like that…;Facility Management
Hey, the soap in our toilets has some perfumes in it. This causes my hands to get itchy and red. Can we get another soap, pleasee?;Facility Management
Hello, the system does log me in automatically as previously when I started work, now I need to enter my credentials manually everytime I close my laptop, how could I resolve the issue?;IT
Good evening. Why evening? Because I wanted to know if we have an officer for the work-life-balance? This is currently my 76th hour of working. I believe there will be some more on Saturday which is officially a free day at this company. I cannot even spend time with my family! Please help me!;HR
can't open software store on my laptop, is there any malfunction with it? ;IT
My laptop somhow does not recognize my printer. Even though I used it before, now I am unable to print. Thanks;IT
Hey, how can I use the locker in the gym?;Facility Management
Hello, I am an self-employed contractor at your company. According to the department lead, I should attend him on a business trip to Rome. Will the company cover my travel expenses for this trip? Otherwise, I will have to cancel it.;HR
The light in the corridor outside of my office doesn't work for weeks already, can you send someone over to have a look? Thanks;Facility Management
Hello, what language do I need to use to fill in employment documents? Does it necessarily need to be the country language (German in my case)? ;HR
Hello I have, just as required, changed my password. Now, when I try to log into my laptop, it says the password I enter is wrong. I am certain I am typing the correct thing. What should I do? I only have my phone now where I am typing this ticket.;IT
There is an issue with my phone battery. When I unplug it from the charger my phone is working for aroumd 20 min and then the battery is shown as low again. Can you please book a new phone for me? I am traveling for work a lot so a lot of my work is in the phone.;IT
Hello, we have this new industry 4.0 IT room, right? My colleagues recommended me to learn about the automated processes with the new VR-based tool. However, there is no VR-headset and the screen says that no system is enabled. Is there an error you gonna fix? How can I try this tool? THANKS!!!;Facility Management
hello, thanks for building a fancy gym for us! It helps my health a lot. I was even able to lose some weight and I feel better in general. My question is: Can we get more and heavier dumbbells? More and more people enjoy our company gym but this makes it less attractive as it is crowded and people wait a lot to get to their favourite station.;Facility Management
Hello, I just received my first payment check, but ist way too low. Can you please check that?;HR
Hi, movin the lawn at 10 am is inapropriate. We cannot have the customer workshop under these circumstances!;Facility Management
how often am I allowed to change my hardware? I am using my current hw for almost 2 years and I don't know if there's a way to get newer devices;IT
Hi, when shall I expect the arrival of my contract extension?  I assume I need to be at home to receive it. Thanks.;HR
Do we have a deficit with toilet paper? I always need to come to work with my own utilities as there is always the risk of walking into the bathroom and no toilet paper! Please please fix this…;Facility Management
Hello, it seems like all MS office apps were deinstalled from my pc after the last update, can you please help me install them again? Thanks;IT
Hello, I lost my company's identity card. How can I lock the cards functionalities?;HR
Hello, for some reason I cannot use my headset with blutooth anymore - it does not seem to be able to connect to laptop. What are shall I do and who shall I contact to repair it? Thank you;IT
Hello, my mail app stopped sending me notifications and even though I checked that they are enabled in settings, I don’t get notified when new email comes. I would appreciate if I could get any assistance on this;IT
hello, I need to connect mt laptop to a bigger monitor, but I don’t see the option to duplicate screens. All I see is to extend but this is not what I need. Could someone help me figure out the problem? Thanks ;IT
"Dear team! My daughter is studying ""Business Facility Management"" and she is looking for an Internship. Do you offer internships or working student opportunities?";Facility Management
Hey, I love the new food court. It offers so much great food and drinks but unfortunately it already closes at 2 pm. Other cantinas work until 3, some even until 4. Can you maybe extend the working hours of the food court?;Facility Management
hello guys, you need to check the windows please. When it gets colder, I can feel that the cold air is flowing through the CLOSED! Windows into the office. Maybe we need some new sealing…;Facility Management
Good morning. I had a software update this morning and after it finished I realized that some of my important documents were missing/deleted. Is there a way I can restore them? I had the saved and closed before the update;IT
Hi, I find the idea of company pets awesome but they leave the office in a big mess. Can we maybe arrange a pet friendly zone? In such a way, we would guarantee game partners for the dogs and there would be no barking etc…;Facility Management
Hey, I am interested in writing my bachelor's thesis with the HR department as this is the field of my studies. Do offer such an opportunity?;HR
Hi, we want to place ourselves as a sustainable company. So please put a sign next to the printer to avoid paper waste. Some colleagues print dozens of coloured cat photos which just sucks;Facility Management
Can you please go back to the previous tea providers for the coffee corner? After the caterer changed, the quality of tea in coffee corner of building 2 has decreased significantly! Thanks!;Facility Management
Hey, I think it is time to remove weeds in front of building 1. It is the face of our company as it is the main building. Our customers should not see a sidewalk covered with weeds to be honest…;Facility Management
Hello, in our last team meeting we discovered that our new employee is still missing in the organigramm of our department. Could you please add him as a part of  the design team for region Europe? Thank you.;HR
Is the company hardware insured? What happens if e.g. a phone or a laptop is broken? Who bears the costs? What is the procedure to exchange broken hw for new one? I haven't had this problem but would like to know what would happen in such case.;IT
Hey team, in building 21 someone has dropped a salad on the carpet. After 3 days it smells horribly. Can someone clean it professionally? THANKS!!! In meanwhile, I stay in the homeoffice;Facility Management
Hello, I have a following question. Unfortunately, the cleaning in the smoking areas has become significantly worse recently, the ash bins are constantly full.Could you please explain why this is the case? Is this a temporary issue?  Thanks;Facility Management
Our team is going to host a customer delegation on March 23rd. How can we arrange 15 additional chairs and 2 tables brought to our office?;Facility Management
Hey, I was sick for three days but these days were not paid… I handed in a sick not. Can explain me the situation please?;HR
Hey guys, I have a question: Due to the massive workload I won't be able to use all of my 30 vacation days this year. Do they have something like an expiration date or can I easily use them in the next two years?;HR
Hey, the elevator is dirty inside. There is everywhere dust on the walls and the buttons are sticky as if someone touched them with a chupa chups ;Facility Management
the shutters in our building get closed automatically at 1 pm and open at 3 pm. I cannot regulate this manually. Can you help me maybe? Sometimes, there is still too much sun shine after 3 and I cannot worked if I get blinded.;Facility Management
Does the company offer any benefits for birthdays?;HR
Hello, I just got married and would need you to change my lastname from Toretto to O'Conner. Thank you in advance.;HR
Hello,  is there a limit to the number of people in the smoking areas? With all the covid measures in place, the smoking areas are always full and it is difficult to keep ditance. Thank you;Facility Management
Hey guys, the TVs in the cafeteria don't work. We cannot see beforehand which meals are available and there is always trouble at the food stations. Hope you can fix them soon;Facility Management
Hey we need to dissolve the contract with Mr Pearce, because he got caught stealing computers and printers in our offices. Could you please initiate the further required steps? Thank you very much.;HR
I can’t open any of the nicrosoft office programs. Can someone reinstall them or make sure they work again?;IT
hey, can anyone repair my desk lamp? Maybe we need to change light bulb or something like this but I need it to be done quickly as I am having a night shift today.;Facility Management
Hello I recently finished my master's study parallel to working part-time here and would need my contract being adapted to being fulltime again. Thank you in advance.;HR
Dear team, is it possible to place the smoking room somewhere outside? It is absolutely gross that the whole office is covered with this smell. We also have a carpet floor in the office which smells like cigs too…;Facility Management
I cant connect headphones to my company phone which significantly reduce my mobility, can someone please look at it and tell me what to do?;IT
Good afternoon! I tried to load credit to my company card. The 20 Euros were withdrawn from my bank account but I could not pay for the food as the amount was not transferred;Facility Management
Hello, we ran out of toilet paper in all bathrooms in building 5. can you please fix the problem and ensure it does not happen again? Thanks;Facility Management
I cannot access any internal systems from my pc, I keep getting message that the user id is invalid. Could you please help me fix the issue?;IT
Can you maybe conduct some teaching about how to clean correctly? Some cleaners combine chlorine-based chemicals with sour chemical which might release the toxic chlorine gas. Please do something as this might endanger our health.;Facility Management
hello, can we get a new flooring or carpet in our office? The carpet seriously looks like it was used in a kitchen before it came to our office. ;Facility Management
Hey! Can you please change the battery in the smoke detectors? It peeps about 1 time every 15 minutes. This should a be a sign that the battery is very low.;Facility Management
do I need an appointment to show someone my laptop? It does not turn on anymore, thank you;IT
Can you contact our flooring specialists please? In building 5, the carpet has uneven spots where you can easily fall and break your nose. Please fix this.;Facility Management
hi! Thanks to GDPR I would like you to send me all the data you have collected about myself;HR
Hello my table leg is not fixed anymore so the table is rocking a lot, could you please send someone to have alook and thighten it? Thank you;Facility Management
How do I maintain my personal data in the employee portal? I moved and need to change my address;HR
hello is am shown as a team owner in a Microsoft teams group. However I cannot add anyone else to the team. What might be the reason for this?;IT
Hey! Do we have an online plan with all the buildings? I need to send some contract extension to HR but I was told, they had moved to Hungary. It is not easy to know where is what nowadays…;Facility Management
Hey, can we get some shutters? The sun in the summer is great but does not help to work productively ;Facility Management
Hello wanted to ask which informatio my official e-mail signature needs to contain for being compliant to our companies guidelines.;HR
There seema to be a detail loose on my computer, it sounds like there is something inside of it when it moves. Can it get broken because of this?;IT
Hi, please find attached the additional documents that were rquired for my cintract extension. Best regards;HR
Hello. I have a following question. I am a student working part time. Is there a special prcedure for me to request leave? I would like to go on vacation but don't know what I need to do to apply.;HR
Hey! I am a working student who will finish the studies in June. I am really interested in the trainee programs offered by the company . However, there is covid outside and I wanted to ask you if you will offer these trainee programs in 2021 or 2022? If yes, how do you plan to change them? ;HR
My desk lamp is getting very hot right after I turn it on, I am afraid it is overheating and it may be dangerous, could you please fix it or get me a new one?;Facility Management
How does the procedure with cost reimbursement for business travel work? Is there a complete list of things the company covers ofr travel? Thank you;HR
Hey ca you tell me whether it is possible to get a day of in case of a bereavement in family?;HR
Hello, my first child will be born soon and I would need some information about the regularities regarding parential leave. Can you help me with my conecern? Thank you.;HR
Hello, my printer does not work properly, it prints all pages completely black and no content can be seen. Could you swnd somone over to fox it or get me a new one? Thank you;IT
Hi, do you have any indication of when the sports areas will be opened again after they closed due to corona? Thank you;Facility Management
Hey, I have started my current job with a part-time position. As I finished my studies, my manager allowed me to work full-time. How can my position be extended to a full-time position now? Thanks!;HR
Hey I am new to this company and would need some assistance for completing the request documents of compensation for travel expenses. Can you support me please?;HR
Hey, my boss asked me to enter my career and development goals into the internal system. I have no clue what he is talking about. FYI: We will have our yearly employee talk next week, maybe this will help you;HR
